AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",0eubZ00000001JEQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,0eubZ00000001JFQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,0eubZ00000001JGQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,0eubZ00000001JHQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,0eubZ00000001JIQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001JJQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,
A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,
A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,Employees/Staff SN Application,0Z4bZ00000000BMSAY,
A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
Persons not allowed to reside if unable to make on their own behalf decisions necessary to live safely,0eubZ00000001FTQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
"Persons not allowed to reside if cannot recognize an emrg, take steps to protect themselves or follow directions in an emrg",0eubZ00000001FUQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
Persons not allowed to reside if behaves in a manner that jeopardizes the health or safety of others,0eubZ00000001FVQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
Persons not allowed to reside if requires on a regular basis unscheduled Pro. health services,0eubZ00000001FWQAY,Health and Safety SN Compliance,0Z4bZ00000000BkSAI,
This section applies to a registrant who operates an assisted living residence that houses more than one class on the same premises.,0eubZ00000001FXQAY,Housing SN Compliance,0Z4bZ00000000BlSAI,
This section applies to a registrant who operates an assisted living residence that houses both residents and non-residents.,0eubZ00000001FYQAY,Housing SN Compliance,0Z4bZ00000000BlSAI,
"A registrant who operates an assisted living residence to which this section applies must ensure that units for each class, and for residents and non-residents, are located in separate and distinct locations on the premises.",0eubZ00000001FZQAY,Housing SN Compliance,0Z4bZ00000000BlSAI,
Registrant must make and manage a policy of common areas shared use for more than one class or by residents and non-residents to protect resident’s health and safety.,0eubZ00000001FaQAI,Housing SN Compliance,0Z4bZ00000000BlSAI,
"A registrant must not have more units, or house more residents, than is permitted under the registrant’s registration.",0eubZ00000001FbQAI,Housing SN Compliance,0Z4bZ00000000BlSAI,
