AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S 49.2 ,"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",0eubZ00000001IZQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,ETBOLQXR2PDBFYDNGL
S 49.3 ,"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",0eubZ00000001IaQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,UEGVSNNDZGINPPFPTY
S 49.4 ,Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,0eubZ00000001IbQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,,Residents' Rights SN Application,XZ1XCO1G8MQZXVHYXD
S 51.2.b.i ,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",0eubZ00000001IgQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,GV2GDCWKYQIXNALRHR
S 51.2.c ,A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,0eubZ00000001IjQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,G3FSXTYA7IJDGAF1MQ
S 54.1.a ,A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001IoQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,KG7UQF7E7QAGQXDPII
S 54.1.b ,A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001IpQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,IDC7U03STEG8UYLTGR
S 55.2.a ,"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",0eubZ00000001IrQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,TILWCLWPTCDAWKGDVH
S 55.2.b ,A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,0eubZ00000001IsQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,OHYXWGKZDCLWEN07SO
S 55.2.c ,"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",0eubZ00000001ItQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,UF2QWJFILPEK60DAEG
S 55.4.b ,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,GYHOXJVPERJUIMRYVK
S 56.1.b ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",0eubZ00000001J0QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,TEEXK6PK4FYWVBOZSV
S 56.1.c ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,L0TESGZUDY0QQVFPHQ
S 56.2 ,"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",0eubZ00000001J2QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,8VUAPT7UQLODOBOHSR
S 56.3 ,A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,5E9BRH8TM1PDFSTEDK
S 56.4.a ,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",0eubZ00000001J4QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,LZN9BZJLDG8SQEO4ZH
S 56.4.b ,"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",0eubZ00000001J5QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,LOKRHLPYG3WB73QQWV
S 56.4.c ,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",0eubZ00000001J6QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,W4I82KZBAPEBDC1M3K
S 57.1.a ,"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,LZKDMOP5FU0MCQJZT8
S 58.2 ,A registrant must provide linens to residents who require them.,0eubZ00000001JAQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,6BJK9UTJNM6QG5WDYU
S 58.3.a ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",0eubZ00000001JBQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,S5HUUZYYQ37BUGIIM5
S 58.3.b ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",0eubZ00000001JCQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,RGCCNUDB0QBXC1TNLD
S 58.4 ,A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,0eubZ00000001JDQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,LCA4YPCU9AR4QXTGK9
S 59.1 ,"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",0eubZ00000001JEQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,BU1MD6KKQRMVEG0COL
S 59.2 ,A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,0eubZ00000001JFQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,USIV5WN0CLTPTR0VB3
S 59.3 ,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that safe transportation is provided to residents if social and recreational activities take place outside the assisted living residence.,0eubZ00000001JGQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,,Hospitality Service SN Application,Y2921F36MXK519KBTO
S 60.1.a ,A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,0eubZ00000001JHQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,,Emergency Preparedness SN Application,JQQ2TFIJAYDGWYOGRO
S 60.1.b ,A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,0eubZ00000001JIQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,,Emergency Preparedness SN Application,5YSWKYX2AIJWYMGEDC
S 61.1.a ,A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001JJQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,I26KCNTMJV86WRN96U
S 61.1.b ,A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,TKFYT0QYEXKFKTTGML
S 64.1.a ,A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,JUKEHLQPV0LQYARH7L
S 64.1.b ,"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,XJYFU2TSTDX8MT3YDG
S 64.2 ,A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,0CT3NJ3AKMVNYD6Z5Z
S 64.3 ,A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,,Residents' Rights SN Application,7KJDIIU20GC0GU17KJ
S 65.1.a.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,,Health and Safety SN Application,PSF1MHJZGBGSHXY5F9
S 65.1.b ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,WSBZNUS7AYQJKTBWNJ
S 66.1 ,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,PZHC4EVZSWBEE23UHL
S 67.1.b ,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,Employees/Staff SN Application,0Z4bZ00000000BMSAY,,Employees/Staff SN Application,Y8YPGVXAIWLKYHRQGA
S 67.2.c.i ,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,HY9RHNSSGVWAI5S3HF
S 67.2.c.ii ,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,L5HHAS8HL2BW5NBNGC
S 69.2.a.i ,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,,Administrative and Other Matters SN Application,WUWJJXLEAHYCAKPUBF
